area_type,location,size,total_sqft,bath,balcony,age,price
Super built-up  Area,Bhoganhalli,3,1949,3,2,6.465122998,129
Super built-up  Area,Rajiv Nagar,4,2340,5,1,6.4653061,129
Super built-up  Area,Hoodi,3,1639,3,2,6.4653061,129
Super built-up  Area,Ambedkar Nagar,3,1921,4,3,6.4653061,129
Super built-up  Area,Hennur Road,3,1904,3,2,6.467126893,129
Built-up  Area,Thanisandra,4,1948,4,2,6.467126893,129
Super built-up  Area,Kannamangala,3,1814,3,1,6.467126893,129
Super built-up  Area,Hegde Nagar,3,2162.03,4,2,6.467532144,129
Plot  Area,KR Puram,2,800,1,1,6.467532144,130
Super built-up  Area,Hebbal,3,1760,2,2,6.467532144,130
Built-up  Area,Thanisandra,3,1702,3,2,6.467666849,130
Built-up  Area,Yelahanka,3,35000,3,3,6.467666849,130
Super built-up  Area,Koramangala,3,1750,3,2,6.467666849,130
Super built-up  Area,Yeshwanthpur,4,1950,4,0,6.46888744,130
Built-up  Area,Whitefield,3,1897,3,2,6.46888744,130
Super built-up  Area,Ambedkar Nagar,3,1935,4,2,6.46888744,130
Carpet  Area,Nagasandra,6,1500,5,1,6.469121766,130
Super built-up  Area,Rajaji Nagar,3,1621,4,0,6.469121766,130
Plot  Area,Defence Layout,3,1200,3,1,6.469121766,130
Plot  Area,Whitefield,3,1500,3,1,6.469294552,130
Built-up  Area,3rd Block Jayanagar,2,1000,2,1,6.469294552,130
Plot  Area,Begur,4,1550,4,2,6.469294552,130
Plot  Area,Vignana Nagar,5,1350,4,1,6.46969413,130
Plot  Area,Yeshwanthpur,3,682,2,1,6.46969413,130
Plot  Area,Sahakara Nagar,4,1200,4,,6.46969413,130
Super built-up  Area,Yelachenahalli,3,1700,3,2,6.471248671,130
Super built-up  Area,Iblur Village,3,1920,3,2,6.471248671,130
Plot  Area,Jigani,3,2400,4,1,6.471248671,130
Super built-up  Area,Haralur Road,3,2475,4,,6.471256486,130
Plot  Area,Mallasandra,2,1200,2,0,6.471256486,130
Super built-up  Area,NRI Layout,5,2500,5,3,6.471256486,130
Built-up  Area,Kanakapura Road,3,1950,3,2,6.471431653,130
Built-up  Area,Koramangala,3,1750,3,1,6.471431653,130
Built-up  Area,8th Phase JP Nagar,4,2700,4,2,6.471431653,130
Super built-up  Area,Ambedkar Colony,2,1468,3,2,6.471570205,130
Built-up  Area,Akshya Nagar,6,2400,6,0,6.471570205,130
Plot  Area,Kanakpura Road,3,2200,3,2,6.471570205,130
Plot  Area,Yelahanka New Town,2,1200,2,1,6.471662026,130
Plot  Area,T Dasarahalli,3,1200,3,2,6.471662026,130
Plot  Area,Kannamangala,4,2400,4,1,6.471662026,130
Plot  Area,Laggere,3,1200,3,1,6.471673727,130
Super built-up  Area,Nagavarapalya,2,1392,2,1,6.471673727,130
Super built-up  Area,Green Glen Layout,3,1725,3,2,6.471673727,130
Built-up  Area,Thanisandra,3,1874,4,1,6.472118818,130
Plot  Area,Jinkethimmanahalli,3,1500,2,1,6.472118818,130
Plot  Area,Magadi Road,4,1200,4,0,6.472118818,130
Super built-up  Area,Jakkur,4,2283,4,2,6.472277303,130
Plot  Area,Vidyaranyapura,8,1200,7,3,6.472277303,130
Super built-up  Area,Lingadheeranahalli,3,1893,3,1,6.472277303,130
Super built-up  Area,Kadugodi,7,4000,7,2,6.474246,130
Super built-up  Area,Thanisandra,3,1948,3,2,6.474246,130
Super built-up  Area,Haralur Road,3,1255,3,1,6.474246,130
Super built-up  Area,Green Glen Layout,3,1750,3,2,6.475495935,130
Super built-up  Area,Shivaji Nagar,2,1554,3,3,6.475495935,130
Super built-up  Area,Kundalahalli Colony,3,2065,3,2,6.475495935,130
Plot  Area,Konanakunte,4,1200,2,1,6.477168821,130
Plot  Area,R.T. Nagar,3,1140,3,1,6.477168821,130
Super built-up  Area,Hosur Road,3,1766,3,1,6.477168821,130
Plot  Area,Singapura Village,4,2230,4,1,6.478004245,130
Built-up  Area,Kodihalli,3,1620,3,2,6.478004245,130
Super built-up  Area,Vidyaranyapura,9,4700,10,3,6.478004245,130
Plot  Area,Ittamadu,5,1200,4,,6.478153601,130
Super built-up  Area,Srinivasa Nagar,5,4000,3,0,6.478153601,130
Plot  Area,8th Phase JP Nagar,3,950,3,2,6.478153601,130
Super built-up  Area,Ambedkar Nagar,3,1852,3,2,6.478394832,130
Super built-up  Area,Haralur Road,3,1985,3,2,6.478394832,130
Super built-up  Area,Sarjapur  Road,3,1826,3,2,6.478394832,130
Super built-up  Area,Rajaji Nagar,2,1357,2,1,6.479053952,130
Plot  Area,Sadahalli,3,3800,2,,6.479053952,130
Super built-up  Area,Mathikere,2,1500,2,2,6.479053952,130
Super built-up  Area,Harlur,3,1755,3,2,6.4803921,130
Plot  Area,2nd Stage Arekere Mico Layout,4,1200,4,1,6.4803921,130
Super built-up  Area,New Gurappana Palya,3,2000,4,,6.4803921,130
Super built-up  Area,Bannerghatta Road,3,1750,3,,6.480532275,130
Built-up  Area,1st Block Jayanagar,3,1200,2,0,6.480532275,130
Super built-up  Area,Whitefield,3,1740,4,3,6.480532275,130
Plot  Area,Hennur,3,1000,3,1,6.480819122,130
Super built-up  Area,Yeshwanthpur,2,1541,2,2,6.480819122,130
Super built-up  Area,Iblur Village,3,1920,3,2,6.480819122,130
Super built-up  Area,Whitefield,3,2023,4,2,6.480979871,130
Super built-up  Area,Vivek Nagar,8,3000,4,3,6.480979871,130
Super built-up  Area,Rajaji Nagar,3,1380,3,3,6.480979871,130
Super built-up  Area,Kanakpura Road,3,1703,3,2,6.483153394,130
Super built-up  Area,Marathahalli,2,1248,2,1,6.483153394,130
Built-up  Area,Shankarapuram,2,900,1,0,6.483153394,130
Super built-up  Area,Kanakpura Road,3,1703,3,2,6.483290627,130
Super built-up  Area,Nagavarapalya,2,1392,2,1,6.483290627,130
Built-up  Area,Jakkur,3,1785,3,2,6.483290627,130
Plot  Area,Sahakara Nagar,5,1000,5,,6.483332048,130
Super built-up  Area,Srirampura,4,2736,4,,6.483332048,130
Plot  Area,Bande Nallasandra,3,2400,4,1,6.483332048,130
Plot  Area,Anandapura,6,1380,7,2,6.484387168,130
Super built-up  Area,7th Phase JP Nagar,3,1800,3,2,6.484387168,130
Plot  Area,Someshwara Layout,4,1200,4,2,6.484387168,130
Plot  Area,Jalahalli,8,1244,6,2,6.484438121,130
Super built-up  Area,EPIP Zone,3,1860,3,2,6.484438121,130
Super built-up  Area,Basavangudi,3,1350,2,2,6.484438121,130
Super built-up  Area,Hegde Nagar,3,1703,3,2,6.484729861,130
Super built-up  Area,Koramangala,3,1720,2,1,6.484729861,130
Plot  Area,Ramamurthy Nagar,4,2200,4,2,6.484729861,130
Super built-up  Area,Sarjapur  Road,3,1826,3,2,6.485150517,130
Plot  Area,Kodigehaali,4,1200,4,0,6.485150517,130
Plot  Area,Sarjapur,4,2970,3,3,6.485150517,130
Plot  Area,Hosur Road,4,2000,4,1,6.485333231,130
Super built-up  Area,7th Phase JP Nagar,3,1680,3,3,6.485333231,130
Built-up  Area,Vishwapriya Layout,5,2800,5,3,6.485333231,130
Plot  Area,Chikkabanavar,4,1200,4,2,6.486062242,130
Built-up  Area,Basavangudi,3,1600,3,3,6.486062242,130
Plot  Area,7th Block Koramangala,6,600,5,3,6.486062242,130
Built-up  Area,Gnana Bharathi,9,3200,8,1,6.486568179,130
Super built-up  Area,Hegde Nagar,3,1718,3,2,6.486568179,130
Plot  Area,Jalahalli,2,1200,2,0,6.486568179,130
Built-up  Area,5th Block Hbr Layout,5,3600,5,3,6.486915564,130
Super built-up  Area,Subramanyapura,3,2495,3,3,6.486915564,130
Super built-up  Area,Chandra Layout,3,1600,3,2,6.486915564,130
Super built-up  Area,Marathahalli,3,1839,3,2,6.487102994,130
Built-up  Area,Kaggadasapura,5,2400,4,3,6.487102994,130
Super built-up  Area,Indira Nagar,2,1149,2,1,6.487102994,130
Built-up  Area,Kengeri,8,3000,5,,6.487943167,130
Super built-up  Area,Hosur Road,3,1427,2,1,6.487943167,130
Plot  Area,Magadi Road,5,1200,4,1,6.487943167,130
Super built-up  Area,Kaggadasapura,4,3000,4,,6.488149399,130
Super built-up  Area,Sarjapur  Road,3,2100,3,2,6.488149399,130
Super built-up  Area,Banagirinagar,3,1630,2,2,6.488149399,130
Plot  Area,Wilson Garden,9,960,5,2,6.488503389,130
Plot  Area,Kothanur,4,1600,5,0,6.488503389,130
Super built-up  Area,Hosa Road,3,1893,3,2,6.488503389,130
Built-up  Area,Brookefield,4,3050,4,,6.488609409,130
Plot  Area,Ullal Road,5,1200,5,1,6.488609409,130
Plot  Area,Dasappa Layout,7,1500,7,3,6.488609409,130
Built-up  Area,Gubbalala,3,1745,3,2,6.488907285,130
Super built-up  Area,Iblur Village,3,1920,3,2,6.488907285,130
Super built-up  Area,Jogupalya,3,1800,3,1,6.488907285,130
Plot  Area,Konanakunte Cross,3,1200,2,2,6.489971718,130
Plot  Area,Whitefield,4,1344,3,1,6.489971718,130
Plot  Area,5th Phase JP Nagar,4,1000,4,2,6.489971718,130
Built-up  Area,Uttarahalli,3,1650,2,1,6.490186036,130
Plot  Area,Ulsoor,2,1160,2,1,6.490186036,130
Built-up  Area,Palace Road,2,1650,1,1,6.490186036,130
Super built-up  Area,R.T. Nagar,3,1667,3,,6.490523817,130
Built-up  Area,Thanisandra,4,1917,4,2,6.490523817,130
Plot  Area,Vishwanatha Nagenahalli,6,1200,5,,6.490523817,130
Super built-up  Area,Talaghattapura,3,1868,3,2,6.490769332,131
Built-up  Area,Yelahanka,4,3042,4,0,6.490769332,131
Super built-up  Area,Jakkur,3,1950,3,2,6.490769332,131
Carpet  Area,Bhoganhalli,4,1554.3,4,1,6.492408962,131
Super built-up  Area,Harlur,3,1756,3,2,6.492408962,131
Super built-up  Area,1st Phase JP Nagar,3,1590,3,3,6.492408962,131
Super built-up  Area,Hoodi,3,1655,3,2,6.49247322,131
Super built-up  Area,Kathriguppe IV Phase,3,1630,3,2,6.49247322,131
Super built-up  Area,Hoodi,3,1660,3,2,6.49247322,131
Super built-up  Area,6th Phase JP Nagar,3,1810,3,3,6.493916521,131
Super built-up  Area,Jakkur,3,1950,3,2,6.493916521,131
Super built-up  Area,Hennur Road,3,1936,3,1,6.493916521,131
Super built-up  Area,Ramagondanahalli,3,1910,3,2,6.494455422,131
Super built-up  Area,Hegde Nagar,3,2026,3,2,6.494455422,132
Super built-up  Area,Harlur,3,1757,3,2,6.494455422,132
Plot  Area,Old Madras Road,4,1450,3,3,6.495309081,132
Super built-up  Area,Dodda Nekkundi,3,1999,3,2,6.495309081,132
Super built-up  Area,Hegde Nagar,3,1965,4,2,6.495309081,132
Super built-up  Area,Kasavanhalli,3,1917,3,2,6.495344396,132
Super built-up  Area,Hebbal Kempapura,2,1485,3,3,6.495344396,132
Super built-up  Area,Harlur,3,1754,3,2,6.495344396,132
Built-up  Area,Gottigere,4,3000,3,0,6.495543869,132
Plot  Area,KR Puram,6,1200,6,3,6.495543869,132
Super built-up  Area,Mahalakshmi Puram,3,1950,3,3,6.495543869,132
Plot  Area,Laggere,7,1590,9,3,6.495664079,132
Super built-up  Area,Neeladri Nagar,3,2556,3,2,6.495664079,133
Super built-up  Area,Harlur,3,1758,3,2,6.495664079,133
Super built-up  Area,Hennur Road,3,1949,3,1,6.496651466,133
Super built-up  Area,Harlur,3,1762,3,2,6.496651466,133
Super built-up  Area,Harlur,3,1752.12,3,2,6.496651466,133
Super built-up  Area,Thigalarapalya,3,1830,3,2,6.496899759,133
Built-up  Area,3rd Block Banashankari,3,1626.6,3,1,6.496899759,133
Built-up  Area,Vijayanagar,3,1580,2,0,6.496899759,134
Super built-up  Area,Hebbal,3,1920,3,2,6.49722241,134
Super built-up  Area,Akshaya Nagar,3,1720,3,1,6.49722241,134
Super built-up  Area,Harlur,3,1756,3,2,6.49722241,134
Super built-up  Area,Hennur Road,3,1981,3,1,6.49751577,134
Super built-up  Area,Kadugodi,4,3000,4,0,6.49751577,134
Super built-up  Area,Hebbal,3,1920,3,2,6.49751577,134
Super built-up  Area,Electronic City,4,2093,4,2,6.498608508,134
Super built-up  Area,Talaghattapura,3,2099,3,2,6.498608508,134
Built-up  Area,Billekahalli,3,1805,3,3,6.498608508,134
Super built-up  Area,Thanisandra,3,1735,3,3,6.498700717,135
Super built-up  Area,Harlur,3,1752.12,3,2,6.498700717,135
Super built-up  Area,Richmond Town,3,1352,3,0,6.498700717,135
Plot  Area,Manjunath Nagar,4,1200,4,0,6.498984898,135
Super built-up  Area,Thanisandra,3,2144,3,2,6.498984898,135
Plot  Area,Marathahalli,5,1350,4,1,6.498984898,135
Built-up  Area,JP Nagar,3,2500,3,2,6.499624652,135
Super built-up  Area,Karuna Nagar,4,2900,3,,6.499624652,135
Plot  Area,Kumbena Agrahara,6,1200,4,1,6.499624652,135
Super built-up  Area,Kadugodi,5,1100,5,0,6.500023933,135
Super built-up  Area,Sarjapur  Road,3,1700,3,3,6.500023933,135
Super built-up  Area,Sector 2 HSR Layout,3,1450,2,2,6.500023933,135
Plot  Area,Kothannur,6,930,6,1,6.500094306,135
Built-up  Area,Amruthahalli,3,1900,3,1,6.500094306,135
Super built-up  Area,Iblur Village,3,1995,3,2,6.500094306,135
Super built-up  Area,Harlur,3,1754,3,2,6.500168689,135
Super built-up  Area,8th block Koramangala,2,1165,2,1,6.500168689,135
Plot  Area,Chikka Tirupathi,3,3297,3,1,6.500168689,135
Built-up  Area,HAL 2nd Stage,2,1226,3,1,6.500751339,135
Plot  Area,Bommenahalli,4,1670,3,0,6.500751339,135
Super built-up  Area,Banashankari,3,2600,4,1,6.500751339,135
Super built-up  Area,Hulimavu,3,1818,3,1,6.501045967,135
Super built-up  Area,Hosur Road,3,1590,2,2,6.501045967,135
Super built-up  Area,Hebbal,3,1645,3,2,6.501045967,135
Super built-up  Area,Domlur,3,1720,3,1,6.501138741,135
Super built-up  Area,Talaghattapura,3,1868,3,1,6.501138741,135
Plot  Area,Cottonpet,4,971,2,2,6.501138741,135
Plot  Area,6th Phase JP Nagar,8,1650,6,2,6.501686215,135
Super built-up  Area,Talaghattapura,3,1856,3,2,6.501686215,135
Super built-up  Area,Thanisandra,3,1996,3,2,6.501686215,135
Super built-up  Area,Dodda Nekkundi,3,1999,3,2,6.50322147,135
Super built-up  Area,Jalahalli,3,1932,4,3,6.50322147,135
Plot  Area,Budigere,4,1200,3,0,6.50322147,135
Built-up  Area,Bommenahalli,4,1680,3,0,6.503287315,135
Super built-up  Area,Hegde Nagar,3,1847,3,2,6.503287315,135
Super built-up  Area,Kanakpura Road,3,1706,3,2,6.503287315,135
Built-up  Area,Wilson Garden,3,1680,3,3,6.503451263,135
Super built-up  Area,Thanisandra,3,2127,3,2,6.503451263,135
Super built-up  Area,Harlur,3,1459,3,2,6.503451263,135
Super built-up  Area,Thanisandra,4,2259,5,2,6.5040534,135
Super built-up  Area,Talaghattapura,3,1856,3,2,6.5040534,135
Super built-up  Area,7th Phase JP Nagar,3,1675,2,2,6.5040534,135
Super built-up  Area,Thigalarapalya,3,1830,4,2,6.505040047,135
Super built-up  Area,Ejipura,3,2070,3,3,6.505040047,135
Plot  Area,Bommenahalli,4,1355,3,0,6.505040047,135
Super built-up  Area,Koramangala,3,1500,3,1,6.505108814,135
Plot  Area,Nagadevanahalli,2,2400,2,2,6.505108814,135
Plot  Area,Kattigenahalli,8,1200,8,1,6.505108814,135
Super built-up  Area,Sarjapur  Road,3,1685,3,1,6.506083303,135
Super built-up  Area,Hennur,3,2400,3,,6.506083303,135
Super built-up  Area,Cholanayakanahalli,4,2000,4,1,6.506083303,135
Super built-up  Area,Talaghattapura,3,1856,3,2,6.506753669,135
Super built-up  Area,Narayanapura,3,2357,3,2,6.506753669,135
Super built-up  Area,Hennur Gardens,3,1464,2,1,6.506753669,135
Super built-up  Area,Hegde Nagar,3,2087.01,4,2,6.507846707,135
Super built-up  Area,Narayanapura,3,2357,3,2,6.507846707,135
Built-up  Area,Bagalur,4,2400,4,3,6.507846707,135
Super built-up  Area,Sarjapur  Road,3,2100,3,1,6.507971363,135
Plot  Area,Andrahalli,4,1200,4,2,6.507971363,135
Plot  Area,KR Garden,2,1200,2,3,6.507971363,135
Super built-up  Area,Bellandur,3,1846,3,2,6.509369787,135
Super built-up  Area,Kannamangala,4,2422,4,3,6.509369787,135
Super built-up  Area,Marathahalli,3,1710,3,2,6.509369787,135
Super built-up  Area,M V Extenstion,5,900,5,,6.510242049,135
Plot  Area,Hiremath Layout,4,3150,3,1,6.510242049,135
Carpet  Area,Bhoopsandra,3,2050,3,2,6.510242049,135
Super built-up  Area,6th Phase JP Nagar,3,1515,2,2,6.511274455,135
Built-up  Area,Chandapura,4,3300,4,2,6.511274455,135
Built-up  Area,Hegde Nagar,3,1500,3,2,6.511274455,135
Super built-up  Area,Thanisandra,3,1719,3,2,6.512186978,135
Plot  Area,9th Phase JP Nagar,8,1200,8,,6.512186978,135
Plot  Area,Medahalli,6,1166,6,,6.512186978,135
Super built-up  Area,HSR Layout,3,1590,2,2,6.512270085,135
Super built-up  Area,Green Glen Layout,3,1885,3,2,6.512270085,135
Super built-up  Area,Nagarbhavi,3,1400,2,2,6.512270085,135
Built-up  Area,Vidyaranyapura,4,2400,5,1,6.512306616,135
Super built-up  Area,Sarjapur  Road,4,3040,4,2,6.512306616,135
Plot  Area,2nd Stage Nagarbhavi,3,600,5,1,6.512306616,135
Super built-up  Area,KAMAKIYA,3,1650,3,2,6.512462078,135
Super built-up  Area,Bommasandra Industrial Area,2,7000,2,1,6.512462078,135
Super built-up  Area,CV Raman Nagar,3,1659,3,1,6.512462078,135
Plot  Area,Sarjapur  Road,4,1250,4,,6.51386625,135
Super built-up  Area,Hennur Gardens,3,1945,3,2,6.51386625,135
Super built-up  Area,Yeshwanthpur,3,1855,3,3,6.51386625,135
Super built-up  Area,Whitefield,2,1420,2,2,6.514382102,136
Super built-up  Area,Kanakpura Road,3,2265,3,2,6.514382102,136
Super built-up  Area,Harlur,3,1750,3,2,6.514382102,136
Super built-up  Area,Jakkur,3,2197,3,2,6.514494841,136
Super built-up  Area,Vijayanagar,3,2047,3,2,6.514494841,136
Plot  Area,Sahakara Nagar,2,1200,2,1,6.514494841,136
Built-up  Area,Chikka Tirupathi,4,3250,4,2,6.514715094,136
Plot  Area,Arasanakunte,5,1200,6,,6.514715094,137
Plot  Area,Electronics City Phase 1,3,2040,3,2,6.514715094,137
Super built-up  Area,Whitefield,4,2528 - 3188,4,0,6.515076987,137
Super built-up  Area,Hebbal,3,1740,2,1,6.515076987,137
Super built-up  Area,Yeshwanthpur,3,2502,3,3,6.515076987,138
Super built-up  Area,Whitefield,3,1870,3,2,6.515149858,138
Plot  Area,Rainbow Drive,3,1500,3,2,6.515149858,138
Plot  Area,BTM Layout 1stage 9th Main,7,600,6,2,6.515149858,138
Super built-up  Area,Whitefield,3,1870,3,2,6.515965975,138
Plot  Area,Ulsoor,4,3500,4,0,6.515965975,138
Super built-up  Area,Yeshwanthpur,3,2501,3,3,6.515965975,138
Super built-up  Area,Iblur Village,3,2000,4,2,6.517096671,138
Plot  Area,Ramamurthy Nagar,4,960,2,2,6.517096671,138
Super built-up  Area,Yeshwanthpur,3,2504,3,3,6.517096671,138
Super built-up  Area,JP Nagar,3,1960,3,1,6.519463053,138
Plot  Area,Bagalakunte,2,1200,4,1,6.519463053,138
Super built-up  Area,Jalahalli,3,2404,3,2,6.519463053,138
Plot  Area,4th Block HBR Layout,5,1200,5,2,6.520076378,138
Super built-up  Area,Hennur Road,3,2041,3,3,6.520076378,138
Super built-up  Area,Yeshwanthpur,3,2500,3,3,6.520076378,138
Super built-up  Area,Yeshwanthpur,3,2503,3,3,6.520454687,138
Plot  Area,Anjanapura,3,1500,3,1,6.520454687,139
Super built-up  Area,Hennur Road,3,1891,3,1,6.520454687,139
Plot  Area,Kumaraswami Layout,4,2000,4,1,6.520774408,139
Super built-up  Area,Ambedkar Nagar,3,1850,4,3,6.520774408,139
Super built-up  Area,Jakkur,3,1760,3,2,6.520774408,139
Built-up  Area,Brindavan Nagar,3,1250,3,2,6.520859829,139
Super built-up  Area,Thigalarapalya,3,2072,4,2,6.520859829,139
Super built-up  Area,Marathahalli,3,1730,3,3,6.520859829,139
Super built-up  Area,"EPIP AREA, WHITEFIELD",3,1801,3,2,6.520997522,139
Super built-up  Area,Thigalarapalya,3,2072,4,2,6.520997522,139
Super built-up  Area,Binny Pete,3,1795,3,2,6.520997522,139
Plot  Area,Vidyaranyapura,5,1200,5,1,6.521821037,139
Super built-up  Area,Kannamangala,3,1865,3,1,6.521821037,139
Plot  Area,MS Pallya,7,1200,7,2,6.521821037,139
Super built-up  Area,Thanisandra,3,2087,4,2,6.523187585,139
Super built-up  Area,Whitefield,3,2140,3,2,6.523187585,139
Built-up  Area,"Sarjapur Road, ",3,1936,3,2,6.523187585,139
Plot  Area,Ejipura,5,1356,5,2,6.524721338,139
Super built-up  Area,Sarjapur  Road,3,2140,3,2,6.524721338,139
Super built-up  Area,Whitefield,3,1760,3,2,6.524721338,139
Built-up  Area,Sarjapur,4,2580 - 2591,4,0,6.524727389,139.5
Built-up  Area,Bommanahalli,8,3000,8,0,6.524727389,140
Super built-up  Area,Hennur Road,3,2089,3,2,6.524727389,140
Built-up  Area,Sarjapur  Road,3,2497,3,2,6.525598482,140
Plot  Area,Giri Nagar,3,880,3,1,6.525598482,140
Plot  Area,Bull Temple Road,3,1350,2,0,6.525598482,140
Super built-up  Area,Marathahalli,3,1933,3,2,6.52580156,140
Built-up  Area,Kammanahalli,5,2845,5,1,6.52580156,140
Super built-up  Area,Arekere,3,2060,3,2,6.52580156,140
Plot  Area,Brookefield,3,1200,3,2,6.527109335,140
Super built-up  Area,Ambedkar Colony,2,1468,2,1,6.527109335,140
Built-up  Area,Sarjapur  Road,3,2238,3,1,6.527109335,140
Super built-up  Area,Kattigenahalli,7,4100,7,,6.528543309,140
Plot  Area,Kengeri,7,1200,6,2,6.528543309,140
Built-up  Area,Nagasandra,5,4050,5,2,6.528543309,140
Built-up  Area,Hoodi,4,2863,4,1,6.528647477,140
Plot  Area,Nelamangala,3,52272,2,1,6.528647477,140
Super built-up  Area,Sarjapur  Road,3,1846,3,2,6.528647477,140
Super built-up  Area,Lingadheeranahalli,3,1893,3,2,6.5290827,140
Plot  Area,Esther Enclave Layout,5,1600,5,2,6.5290827,140
Built-up  Area,Vijayanagar,3,1000,3,0,6.5290827,140
Plot  Area,Horamavu Banaswadi,5,1600,5,3,6.529491271,140
Plot  Area,Ramamurthy Nagar,3,1330,4,1,6.529491271,140
Super built-up  Area,7th Phase JP Nagar,3,1850,3,2,6.529491271,140
Super built-up  Area,Frazer Town,2,1550,2,2,6.529605446,140
Super built-up  Area,3rd Block Jayanagar,3,1350,2,2,6.529605446,140
Built-up  Area,Dodda Banaswadi,5,3040Sq. Meter,5,1,6.529605446,140
Super built-up  Area,Hegde Nagar,3,1801,3,2,6.529827858,140
Plot  Area,Yelahanka,5,1200,4,1,6.529827858,140
Super built-up  Area,Marenahalli,3,1865,4,2,6.529827858,140
Plot  Area,Sarjapur,3,2238,3,1,6.53019329,140
Super built-up  Area,Marathahalli,3,1937,3,2,6.53019329,140
Super built-up  Area,Jalahalli,3,1570,3,2,6.53019329,140
Built-up  Area,Somasundara Palya,3,2372,3,,6.530217218,140
Plot  Area,singapura paradise,4,1200,4,1,6.530217218,140
Super built-up  Area,Ardendale,4,2062,3,,6.530217218,140
Super built-up  Area,JP Nagar,4,3000,4,2,6.530735286,140
Built-up  Area,JP Nagar,4,3000,4,2,6.530735286,140
Super built-up  Area,Whitefield,3,1700,3,1,6.530735286,140
Super built-up  Area,Hebbal Kempapura,3,1466,2,3,6.53102984,140
Plot  Area,Madiwala,4,910,4,1,6.53102984,140
Super built-up  Area,Cox Town,3,1730,3,3,6.53102984,140
Built-up  Area,4th Block Koramangala,3,1800,3,3,6.531948057,140
Super built-up  Area,Kundalahalli Colony,3,2600,3,2,6.531948057,140
Plot  Area,Yelahanka,4,2675,4,2,6.531948057,140
Super built-up  Area,Whitefield,3,1840,3,2,6.532362732,140
Plot  Area,SMV layout,3,1200,3,0,6.532362732,140
Super built-up  Area,Thanisandra,3,1795,3,2,6.532362732,140
Built-up  Area,Sarjapur  Road,5,3200,5,3,6.532590685,140
Super built-up  Area,Seegehalli,4,2800,4,3,6.532590685,140
Plot  Area,Vidyaranyapura,7,1200,7,2,6.532590685,140
